"Période : 1er trimestre 2015 soit du 
"MIDI PYRENEES","Hte Garonne",310000310,"CENTRE HOSPITALIER COMMINGES PYRENEES",31806,"ST GAUDENS CEDEX","DPU",,"OUI",5373,"DPU",,,"1440 (1x/24h)","100,00","100,00","92,18","92,18","99,76","99,76",0,,,,,,,,,,,,,,
"MIDI PYRENEES","Hte Garonne",310016977,"HOPITAUX MERE & ENFANTS  CHU TLSE",31059,"TOULOUSE CEDEX 9","Urqual",,"OUI",12004,"Urqual",,,15,"100,00","100,00","99,97","99,94","100,00","100,00",0,,,,,,,,,,,,,,
"MIDI PYRENEES","Hte Garonne",310780101,"CLINIQUE SAINT JEAN LANGUEDOC",31077,"TOULOUSE CEDEX 4","MEDIBOARD",,"OUI",4179,"Mediboard",,,"1440 (1x/24h)","100,00","100,00","24,48","24,48","99,95","99,95",1,,,,,,,,,,,,,,
"MIDI PYRENEES","Hte Garonne",310780283,"CLINIQUE DE L'UNION",31243,"L UNION CEDEX","Dopatient",,"OUI",2274,"Dopasoin",,,"1440 (1x/24h)","99,96","99,96","97,71","97,49","86,54","86,54",59,"erreur sur l'envoi d'un fichier (a effacé des données)",,,,,,,,,,,,,
"MIDI PYRENEES","Hte Garonne",310780382,"CLINIQUE AMBROISE PARE",31082,"TOULOUSE CEDEX 1","Dopatient",,"OUI",2605,"Dopasoin",,,"1440 (1x/24h)","99,96","99,96","0,00","0,00","72,48","72,48",0,,,,,,,,,,,,,,
"MIDI PYRENEES","Hte Garonne",310781000,"CLINIQUE DES CEDRES",31700,"CORNEBARRIEU","MEDIBOARD",,"OUI",4241,"Mediboard",,,"1440 (1x/24h)","100,00","99,98","0,73","0,73","99,53","99,53",0,,,,,,,,,,,,,,
"MIDI PYRENEES","Hte Garonne",310781067,"HOPITAL JOSEPH DUCUING",31076,"TOULOUSE CEDEX 3","TU-ORUPACA",,"OUI",3724,"TU",,,"1440 (1x/24h)","100,00","100,00","97,56","97,48","99,97","99,97",0,,,,,,,,,,,,,,
"MIDI PYRENEES","Hte Garonne",310781505,"CLINIQUE D'OCCITANIE",31605,"MURET CEDEX","EXPERT SANTE",,"OUI",7058,"Expert Santé",,,"1440 (1x/24h)","100,00","100,00","29,22","29,20","100,00","99,93",0,,,,,,,,,,,,,,
"MIDI PYRENEES","Hte Garonne",310783048,"HOPITAL DE PURPAN CHU TOULOUSE",31059,"TOULOUSE CEDEX 9","Urqual",,"OUI",15898,"Urqual",,,15,"99,99","99,99","88,85","72,85","99,74","99,74",0,,,,,,,,,,,,,,
"MIDI PYRENEES","Hte Garonne",310783055,"HOPITAL DE RANGUEIL CHU TOULOUSE",31059,"TOULOUSE CEDEX 9","Urqual",,"OUI",8998,"Urqual",,,15,"100,00","99,99","99,01","98,98","99,87","99,87",0,,,,,,,,,,,,,,
"MIDI PYRENEES","Gers",320000086,"CENTRE HOSPITALIER D'AUCH",32008,"AUCH CEDEX","Urqual",,"OUI",5080,"Urqual",,,"1440 (1x/24h)","100,00","100,00","2,58","2,58","100,00","100,00",1,,,,,,,,,,,,,,
"MIDI PYRENEES","Gers",320000102,"CENTRE HOSPITALIER DE CONDOM",32100,"CONDOM","TU-ORUPACA",,"OUI",1626,"TU",,,"1440 (1x/24h)","100,00","100,00","97,48","97,48","100,00","100,00",0,,,,,,,,,,,,,,
"MIDI PYRENEES","Lot",460000045,"CENTRE HOSPITALIER FIGEAC MAQUISARDS",46106,"FIGEAC CEDEX",,,"OUI",3303,"rpuExpress",,"Développement ORU",10,"100,00","100,00","91,95","91,95","99,94","93,58",0,,,,,,,,,,,,,,
"MIDI PYRENEES","Lot",460000052,"CENTRE  HOSPITALIER SAINT CERE",46400,"ST CERE","Corwin",,"OUI ",2019,"Osiris",,,360,"100,00","99,90","100,00","100,00","100,00","100,00",0,,,,,,,,,,,,,,
"MIDI PYRENEES","Lot",460000102,"CENTRE HOSPITALIER JEAN COULON GOURDON",46300,"GOURDON","DÉVELOPPEMENT INTERNE",,"OUI",1767,"Developpement interne",,,60,"100,00","99,94","100,00","100,00","100,00","99,89",0,,,,,,,,,,,,,,
"MIDI PYRENEES","Lot",460000110,"CTRE HOSPITALIER JEAN ROUGIER CAHORS",46005,"CAHORS CEDEX 9","DxCare",,"OUI",5296,"DxCare",,,300,"100,00","100,00","96,66","96,66","100,00","100,00",0,,,,,,,,,,,,,,
"MIDI PYRENEES","Hautes Pyrénées",650000045,"CENTRE HOSPITALIER DE LOURDES",65107,"LOURDES CEDEX","CROSSWAY",,"OUI",4193,"Crossway",,,"1440 (1x/24h)","100,00","100,00","100,00","100,00","98,86","98,86",0,,,,,,,,,,,,,,
"MIDI PYRENEES","Hautes Pyrénées",650000052,"CENTRE HOSPITALIER BAGNERES DE BIGORRE",65201,"BAGNERES DE BIGORRE CEDEX",,,"OUI",1902,"rpuExpress",,"Développement ORU",5,"100,00","99,89","87,22","87,22","98,37","94,01",0,,,,,,,,,,,,,,
"MIDI PYRENEES","Hautes Pyrénées",650000417,"CENTRE HOSPITALIER DE BIGORRE",65013,"TARBES CEDEX 9","CROSSWAY",,"OUI",9430,"Crossway",,,"1440 (1x/24h)","100,00","100,00","31,95","31,91","0,00","0,00",0,,,,,,,,,,,,,,
"MIDI PYRENEES","Hautes Pyrénées",650780679,"POLYCLINIQUE DE L'ORMEAU",65000,"TARBES",,,"OUI",2451,"ORUv2",,"Développement ORU","1440 (1x/24h)","100,00","98,74","98,45","98,12","99,92","99,92",0,,,,,,,,,,,,,,
"MIDI PYRENEES","Hautes Pyrénées",650784218,"CMC HOPITAUX DE LANNEMEZAN",65300,"LANNEMEZAN","CROSSWAY",,"OUI",3193,"Crossway",,,"1440 (1x/24h)","100,00","100,00","100,00","100,00","99,44","99,44",0,,,,,,,,,,,,,,
"MIDI PYRENEES","Tarn",810000224,"CENTRE MEDICO CHIR OBST CLAUDE BERNARD",81030,"ALBI CEDEX 9","Emed",,"OUI",1623,"Emed",,,"1440 (1x/24h)","100,00","100,00","97,60","97,54","100,00","100,00",50,"erreur sur l'envoi d'un fichier (a effacé des données)",,,,,,,,,,,,,
"MIDI PYRENEES","Tarn",810000505,"CENTRE HOSPITALIER D'ALBI",81013,"ALBI CEDEX 9","Médical Object",,"OUI",7906,"Médical Object",,,"1440 (1x/24h)","100,00","100,00","49,76","49,76","49,76","49,52",0,,,,,,,,,,,,,,
"MIDI PYRENEES","Tarn",810000521,"HOP DU PAYS D'AUTAN SITE DU CAUSSE",81108,"CASTRES CEDEX","CORETEXTE",,"OUI",9715,"Cortexte",,,"1440 (1x/24h)","100,00","100,00","99,52","99,49","99,70","99,70",0,,,,,,,,,,,,,,
"MIDI PYRENEES","Tarn",810000562,"CENTRE HOSPITALIER DE LAVAUR",81500,"LAVAUR","Médical Object",,"OUI",4671,"Médical Object",,,"1440 (1x/24h)","100,00","100,00","90,77","90,77","90,69","90,67",0,,,,,,,,,,,,,,
"MIDI PYRENEES","Tarn",810101444,"POLYCLINIQUE DU SIDOBRE",81100,"CASTRES",,,"OUI",3456,"ORUv2",,"Développement ORU","1440 (1x/24h)","99,97","99,88","98,90","98,90","99,88","99,02",0,,,,,,,,,,,,,,
"MIDI PYRENEES","Tarn et Garonne",820000032,"CENTRE HOSPITALIER MONTAUBAN",82013,"MONTAUBAN CEDEX","CROSSWAY",,"OUI",8669,"Crossway",,,"1440 (1x/24h)","100,00","99,98","72,11","72,11","68,27","68,27",0,,,,,,,,,,,,,,
"MIDI PYRENEES","Tarn et Garonne",820000057,"CLINIQUE DU PONT DE CHAUME",82017,"MONTAUBAN CEDEX","Dopatient",,"OUI",4450,"Dopasoin",,,"1440 (1x/24h)","100,00","100,00","0,00","0,00","100,00","76,76",0,,,,,,,,,,,,,,
"MIDI PYRENEES","Tarn et Garonne",820000883,"CENTRE HOSPITALIER MOISSAC",82201,"MOISSAC CEDEX","CROSSWAY",,"OUI",3720,"Crossway",,,"1440 (1x/24h)","100,00","100,00","79,27","79,27","85,54","85,54",0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"Nombre de RPU pour lesquels le critère CP est rempli
/
Nombre total de RPU transmis","Nombre de RPU pour lesquels le critère commune est rempli
/
Nombre total de RPU transmis","Nombre de RPU pour lesquels le critère sexe est rempli
/
Nombre total de RPU transmis","Nombre de RPU pour lesquels le critère date d'entrée est rempli
/
Nombre total de RPU transmis","Nombre de RPU pour lesquels le critère mode d'entrée est rempli
/
Nombre total de RPU transmis","Nombre de RPU pour lesquels le critère provenance est rempli
/
Nombre total de RPU transmis","Nombre de RPU pour lesquels le critère mode de transport est rempli
/
Nombre total de RPU transmis","Nombre de RPU pour lesquels le critère mode de PEC est rempli
/
Nombre total de RPU transmis","Nombre de RPU pour lesquels le critère motif est rempli
/
Nombre total de RPU transmis","Nombre de RPU pour lesquels le critère CCMU est rempli
/
Nombre total de RPU transmis","Nombre de RPU pour lesquels le critère DDS est rempli
/
Nombre total de RPU transmis","Nombre de RPU avec mode de sortie =6 ou 7 pour lesquels la destination est remplie
/
Nombre total de RPU avec mode de sortie = 6 ou 7 transmis","Nombre de RPU avec mode de sortie =6 ou 7 pour lesquels l'orientation est remplie
/
Nombre total de RPU avec mode de sortie = 6 ou 7 transmis"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nombre de RPU avec mode de sortie =6 ou 7 ou 8 pour lesquels la destination est remplie
/
Nombre total de RPU avec mode de sortie = 6 ou 7 transmis",
