"Période : 1er trimestre 2015 soit du 
"RHONE ALPES","Drôme",260000013,"CH DE VALENCE Adulte",26953,"VALENCE CEDEX 9","CRISTALNET-DMU",,"OUI",9573,"CRISTALNET-DMU",,,"1 fois par jour",100%,100%,61%,">95%",100%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Drôme",260000013,"CH DE VALENCE Pediatrique",26953,"VALENCE CEDEX 9","CRISTALNET-DMU",,"OUI",4792,"CRISTALNET-DMU",,,"1 fois par jour",100%,100%,80%,">95%",100%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Drôme",260000120,"HOPITAUX DROME NORD - ROMANS",26102,"ROMANS SUR ISERE CEDEX","ORBIS 
",,"NON",,"ORBIS 
",,"Transmet ses RPU depuis mai 2015",,,,,,,,,,,,,,,,,,,,,,
"RHONE ALPES","Drôme",260000138,"CH DE MONTELIMAR",26216,"MONTELIMAR CEDEX","URQUAL",,"OUI",10084,"URQUAL",,,"1 fois par jour",100%,100%,0%,">95%",90%,,2,,,,,,,,,,,,,,
"RHONE ALPES","Drôme",260000146,"CENTRE HOSPITALIER DE CREST",26400,"CREST","CRISTALNET-DMU",,"OUI",2417,"CRISTALNET-DMU",,,"1 fois par jour",100%,100%,86%,">95%",100%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Drôme",260000203,"HOPITAUX DROME NORD - ST VALLIER",26241,"ST VALLIER CEDEX","ORBIS 
",,"NON",,"ORBIS 
",,"Transmet ses RPU depuis mai 2015",,,,,,,,,,,,,,,,,,,,,,
"RHONE ALPES","Drôme",260000286,"CENTRE HOSPITALIER DIE",26150,"DIE","CRISTALNET-DMU",,"OUI",1817,"CRISTALNET-DMU",,,"1 fois par jour",100%,100%,2%,">95%",100%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Isère",380000026,"CH DE LA MURE",38350,"LA MURE D ISERE","CRISTALNET-DMU",,"OUI",1772,"CRISTALNET-DMU",,,"1 fois par jour",100%,100%,98%,">95%",100%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Isère",380000034,"CH PIERRE OUDOT BOURGOIN JALLIEU",38302,"BOURGOIN JALLIEU CEDEX","CRISTALNET-DMU",,"OUI",11041,"CRISTALNET-DMU",,,"1 fois par jour",100%,100%,96%,">95%",99%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Isère",380000042,"CH YVES TOURAINE",38480,"LE PONT DE BEAUVOISIN","CRISTALNET-DMU",,"NON",,"CRISTALNET-DMU",,,,,,,,,,,,,,,,,,,,,,,,
"RHONE ALPES","Isère",380782722,"CHU GRENOBLE - urgences chirurgicales",38434,"ECHIROLLES cedex","CRISTALNET-DMU",,"OUI",7090,"CRISTALNET-DMU",,,"1 fois par jour",100%,100%,97%,">95%",100%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Isère",380782722,"CHU GRENOBLE - urgences médicales",38434,"ECHIROLLES cedex","CRISTALNET-DMU",,"OUI",6217,"CRISTALNET-DMU",,,"1 fois par jour",100%,100%,94%,">95%",100%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Isère",380782722,"CHU GRENOBLE - urgences pédiatriques",38434,"ECHIROLLES cedex","CRISTALNET-DMU",,"OUI",8194,"CRISTALNET-DMU",,,"1 fois par jour",100%,100%,92%,">95%",100%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Isère",380000067,"CHU GRENOBLE - Traumatologie",38700,"LA TRONCHE","CRISTALNET-DMU",,"OUI",3849,"CRISTALNET-DMU",,,"1 fois par jour",100%,100%,100%,">95%",100%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Isère",380000174,"CH LUCIEN HUSSEL VIENNE",38209,"VIENNE CEDEX","Logiciel maison",,"OUI",10365,"Logiciel maison",,,"1 fois par jour",100%,100%,95%,">95%",100%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Isère",380000406,"CH DE VOIRON Adulte",38506,"VOIRON CEDEX","CRISTALNET-DMU",,"OUI",6576,"CRISTALNET-DMU",,,"1 fois par jour",100%,100%,89%,">95%",100%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Isère",380000406,"CH DE VOIRON Pédiatrique",38506,"VOIRON CEDEX","CRISTALNET-DMU",,"OUI",2015,"CRISTALNET-DMU",,,"1 fois par jour",100%,100%,91%,">95%",100%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Isère",380012658,"GROUPE HOSPIT. MUTUALISTE DE GRENOBLE",38028,"GRENOBLE CEDEX 1","CRISTALNET-DMU",,"OUI",6978,"CRISTALNET-DMU",,,"1 fois par jour",100%,100%,79%,">95%",100%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Isère",380781450,"CLINIQUE SAINT CHARLES ROUSSILLON",38150,"ROUSSILLON","MEDIBOARD",,"OUI",3675,"MEDIBOARD",,,"1 fois par jour",100%,100%,0%,">95%",2%,,1,,,,,,,,,,,,,,
"RHONE ALPES","Isère",380785956,"CLINIQUE DES CEDRES",38130,"ECHIROLLES","EXPERTIZ",,"OUI",5355,"EXPERTIZ",,,"1 fois par jour",100%,100%,90%,">95%",100%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Loire",420000010,"CH DE ROANNE",42328,"ROANNE CEDEX","CORA URGENCE",,"OUI",6618,"CORA URGENCE",,,"1 fois par jour",100%,100%,95%,">95%",31%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Loire",420000226,"CH DU FOREZ SITE DE MONTBRISON",42605,"MONTBRISON CEDEX","CRISTALNET-DMU",,"OUI",5793,"CRISTALNET-DMU",,,"1 fois par jour",100%,100%,94%,">95%",100%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Loire",420000234,"CH DE FIRMINY",42700,"FIRMINY","CLINICOM",,"OUI",8058,"CLINICOM",,,"1 fois par jour",100%,100%,72%,">95%",100%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Loire",420000267,"CH DU FOREZ SITE DE FEURS",42110,"FEURS","CRISTALNET-DMU",,"OUI",3983,"CRISTALNET-DMU",,,"1 fois par jour",100%,100%,94%,">95%",100%,,1,,,,,,,,,,,,,,
"RHONE ALPES","Loire",420010050,"CLINIQUE MUTUALISTE CHIRURGICALE",42013,"ST ETIENNE CEDEX 2","CRISTALNET-DMU",,"OUI",2369,"CRISTALNET-DMU",,,"1 fois par jour",100%,100%,60%,">95%",100%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Loire",420011413,"HOPITAL PRIVE DE LA LOIRE",42100,"ST ETIENNE","EXPERT SANTE",,"OUI",6324,"EXPERT SANTE",,,"1 fois par jour",100%,100%,95%,">95%",81%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Loire",420780504,"CLINIQUE DU PARC ST PRIEST EN JAREZ",42276,"ST PRIEST EN JAREZ CEDEX","SIGEMS",,"OUI",3965,"SIGEMS",,,"1 fois par jour",100%,100%,80%,">95%",55%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Loire",420780637,"HOPITAL DU GIER MCO",42403,"ST CHAMOND CEDEX","MEDICAL OBJECT DE MEDIWERE 21",,"OUI",5676,"MEDICAL OBJECT DE MEDIWERE 21",,,"1 fois par jour",100%,100%,100%,">95%",100%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Loire",420782310,"CLINIQUE DU RENAISON",42300,"ROANNE","E SHERPA",,"OUI",4090,"E SHERPA",,,"1 fois par jour",100%,100%,0%,">95%",100%,,2,,,,,,,,,,,,,,
"RHONE ALPES","Loire",420785354,"CHU DE ST ETIENNE Adulte",42277,"ST PRIEST EN JAREZ CEDEX","CRISTALNET-DMU",,"OUI",11547,"CRISTALNET-DMU",,,"1 fois par jour",100%,100%,79%,">95%",100%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Loire",420785354,"CHU DE ST ETIENNE Pédiatrique",42277,"ST PRIEST EN JAREZ CEDEX","CRISTALNET-DMU",,"OUI",7537,"CRISTALNET-DMU",,,"1 fois par jour",100%,100%,99%,">95%",100%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Rhône",690000013,"CH MONTGELAS",69700,"GIVORS","ORBIS 
",,"OUI",4465,"ORBIS 
",,,"1 fois par jour",100%,100%,0%,">95%",97%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Rhône",690000575,"HOPITAL NORD OUEST - VILLEFRANCHE",69655,"VILLEFRANCHE SUR SAONE","CRISTALNET-DMU",,"OUI",16470,"CRISTALNET-DMU",,,"1 fois par jour",100%,100%,99%,">95%",100%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Rhône",690000625,"CH DE TARARE",69173,"TARARE CEDEX","Logiciel maison",,"OUI",3591,"Logiciel maison",,,"1 fois par jour",100%,100%,83%,">95%",95%,,17,,,,,,,,,,,,,,
"RHONE ALPES","Rhône",690007539,"HOPITAL FEMME MERE ENFANT",69677,"BRON CEDEX","CRISTALNET-DMU",,"OUI",21593,"CRISTALNET-DMU",,,"1 fois par jour",100%,100%,100%,">95%",100%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Rhône",690023411,"HOPITAL PRIVE JEAN MERMOZ",69008,"LYON","RESURGENCE",,"OUI",5084,"RESURGENCE",,,"1 fois par jour",100%,100%,96%,">95%",99%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Rhône",690780382,"CLINIQUE DU GRAND LARGE",69150,"DECINES CHARPIEU","CRISTALNET-DMU",,"OUI",4590,"CRISTALNET-DMU",,,"1 fois par jour",100%,100%,99%,">95%",100%,,1,,,,,,,,,,,,,,
"RHONE ALPES","Rhône",690780390,"POLYCLINIQUE DE RILLIEUX",69165,"RILLIEUX LA PAPE CEDEX","OSOFT","de médibase","OUI",3646,"OSOFT",,,"1 fois par jour",100%,100%,0%,">95%",100%,,21,,,,,,,,,,,,,,
"RHONE ALPES","Rhône",690780416,"GPE HOSP MUT LES PORTES DU SUD",69694,"VENISSIEUX CEDEX","URGEST","Logiciel maison","OUI",6321,"URGEST",,,"1 fois par jour",100%,100%,98%,">95%",0%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Rhône",690780648,"CLINIQUE DE LA SAUVEGARDE",69337,"LYON CEDEX 09","MEDIBOARD",,"OUI",5166,"MEDIBOARD",,,"1 fois par jour",100%,100%,1%,">95%",95%,,1,,,,,,,,,,,,,,
"RHONE ALPES","Rhône",690780655,"HOPITAL PRIVE DE L'EST LYONNAIS",69800,"ST PRIEST",,,"OUI",6274,,,,"1 fois par jour",100%,100%,4%,">95%",100%,,13,,,,,,,,,,,,,,
"RHONE ALPES","Rhône",690782834,"CLINIQUE DU TONKIN",69626,"VILLEURBANNE CEDEX","MEDIBOARD",,"OUI",5350,"MEDIBOARD",,,"1 fois par jour",100%,100%,3%,">95%",98%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Rhône",690783154,"HOPITAL EDOUARD HERRIOT - urgences chirurgicales",69437,"LYON CEDEX 03","CRISTALNET-DMU",,"OUI",7652,"CRISTALNET-DMU",,,"1 fois par jour",100%,100%,97%,">95%",100%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Rhône",690783154,"HOPITAL EDOUARD HERRIOT - urgences médicales",69437,"LYON CEDEX 03","CRISTALNET-DMU",,"OUI",9151,"CRISTALNET-DMU",,,"1 fois par jour",100%,100%,96%,">95%",100%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Rhône",690784137,"CH LYON SUD",69310,"PIERRE BENITE","CRISTALNET-DMU",,"OUI",7893,"CRISTALNET-DMU",,,"1 fois par jour",100%,100%,95%,">95%",100%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Rhône",690784152,"HOPITAL DE LA CROIX-ROUSSE",69317,"LYON CEDEX 04","CRISTALNET-DMU",,"OUI",6123,"CRISTALNET-DMU",,,"1 fois par jour",100%,100%,96%,">95%",100%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Rhône",690805361,"CH ST JOSEPH ST LUC",69365,"LYON CEDEX 07","CRISTALNET-DMU",,"OUI",9063,"CRISTALNET-DMU",,,"1 fois par jour",100%,100%,99%,">95%",100%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Rhône",690807367,"POLYCLINIQUE  DU BEAUJOLAIS",69400,"ARNAS","MEDIBOARD",,"OUI",4277,"MEDIBOARD",,,"1 fois par jour",100%,100%,0%,">95%",100%,,0,,"Nombre de RPU pour lesquels le critère CP est rempli
/
Nombre total de RPU transmis","Nombre de RPU pour lesquels le critère commune est rempli
/
Nombre total de RPU transmis","Nombre de RPU pour lesquels le critère sexe est rempli
/
Nombre total de RPU transmis","Nombre de RPU pour lesquels le critère date d'entrée est rempli
/
Nombre total de RPU transmis","Nombre de RPU pour lesquels le critère mode d'entrée est rempli
/
Nombre total de RPU transmis","Nombre de RPU pour lesquels le critère provenance est rempli
/
Nombre total de RPU transmis","Nombre de RPU pour lesquels le critère mode de transport est rempli
/
Nombre total de RPU transmis","Nombre de RPU pour lesquels le critère mode de PEC est rempli
/
Nombre total de RPU transmis","Nombre de RPU pour lesquels le critère motif est rempli
/
Nombre total de RPU transmis","Nombre de RPU pour lesquels le critère CCMU est rempli
/
Nombre total de RPU transmis","Nombre de RPU pour lesquels le critère DDS est rempli
/
Nombre total de RPU transmis","Nombre de RPU avec mode de sortie =6 ou 7 pour lesquels la destination est remplie
/
Nombre total de RPU avec mode de sortie = 6 ou 7 transmis","Nombre de RPU avec mode de sortie =6 ou 7 pour lesquels l'orientation est remplie
/
Nombre total de RPU avec mode de sortie = 6 ou 7 transmis"
"RHONE ALPES","Rhône",690780093,"HIA DESGENETTES",69003,"LYON","URQUAL","Mc Kesson","NON",,"URQUAL",,,,,,,,,,,,,,,,,,,,,,,,
"RHONE ALPES","Savoie",730000031,"CH METROPOLE SAVOIE - CHAMBERY Adulte",73011,"CHAMBERY CEDEX","URQUAL",,"OUI",10391,"URQUAL",,,"1 fois par jour",100%,100%,28%,">95%",94%,,1,,,,,,,,,,,,,"Nombre de RPU avec mode de sortie =6 ou 7 ou 8 pour lesquels la destination est remplie
/
Nombre total de RPU avec mode de sortie = 6 ou 7 transmis",
"RHONE ALPES","Savoie",730000031,"CH METROPOLE SAVOIE - CHAMBERY Pediatrique",73011,"CHAMBERY CEDEX",,,"NON",,,,,,,,,,,,,,,,,,,,,,,,,,
"RHONE ALPES","Savoie",730000049,"CH DE MOUTIERS",73604,"MOUTIERS TARENTAISE CEDEX","CRISTALNET-DMU",,"OUI",4477,"CRISTALNET-DMU",,,"1 fois par jour",100%,100%,79%,">95%",100%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Savoie",730000080,"CH DE SAINT JEAN DE MAURIENNE",73303,"ST JEAN DE MAURIENNE CEDEX","CRISTALNET-DMU",,"OUI",4778,"CRISTALNET-DMU",,,"1 fois par jour",100%,100%,97%,">95%",100%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Savoie",730000098,"CH METROPOLE SAVOIE - AIX LES BAINS",73105,"AIX LES BAINS CEDEX","CRISTALNET-DMU",,"OUI",3241,"CRISTALNET-DMU",,,"1 fois par jour",100%,100%,97%,">95%",100%,,16,,,,,,,,,,,,,,
"RHONE ALPES","Savoie",730000247,"CH DE BOURG ST MAURICE",73704,"BOURG ST MAURICE CEDEX","CRISTALNET-DMU",,"OUI",4913,"CRISTALNET-DMU",,,"1 fois par jour",100%,100%,95%,">95%",100%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Savoie",730000262,"CH D'ALBERTVILLE",73208,"ALBERTVILLE CEDEX","CRISTALNET-DMU",,"OUI",5675,"CRISTALNET-DMU",,,"1 fois par jour",100%,100%,86%,">95%",100%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Savoie",730004298,"HOPITAL PRIVE MEDIPOLE DE SAVOIE",73190,"CHALLES LES EAUX","EXPERTIZ",,"OUI",6437,"EXPERTIZ",,,"1 fois par jour",100%,100%,82%,">95%",99%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Hte Savoie",740000237,"CH ANNECY-GENEVOIS SITE ANNECY",74151,"PRINGY CEDEX","DPU",,"OUI",20105,"DPU",,"Données envoyées en un seul fichier sans distinction du site","1 fois par jour",100%,100%,97%,">95%",100%,,9,,,,,,,,,,,,,,
"RHONE ALPES","Hte Savoie",740000302,"CH ANNECY-GENEVOIS SITE ST JULIEN EN G",74203,"ST JULIEN GENEVOIS CEDEX","CRISTALNET-DMU",,"OUI",,"CRISTALNET-DMU",,,,,,,,,,,,,,,,,,,,,,,,
"RHONE ALPES","Hte Savoie",740000328,"HOPITAUX DU LEMAN",74100,"THONON LES BAINS CEDEX","URQUAL","intégré à CROSSWAY","OUI",9866,"URQUAL",,,"1 fois par jour",100%,100%,93%,">95%",97%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Hte Savoie",740014345,"HOPITAL PRIVE PAYS DE SAVOIE",74000,"ANNEMASSE","CLIMCO",,"OUI",8565,"CLIMCO",,,"1 fois par jour",100%,100%,38%,">95%",0%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Hte Savoie",740780424,"CLINIQUE GENERALE ANNECY",74130,"ANNECY","EXPERTIZ",,"OUI",3423,"EXPERTIZ",,,"1 fois par jour",100%,100%,94%,">95%",100%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Hte Savoie",740781141,"CENTRE HOSPITALIER ALPES-LEMAN ANNEMASSE",74400,"CONTAMINE SUR ARVE","DPU",,"OUI",14236,"DPU",,,"1 fois par jour",100%,100%,87%,">95%",100%,,0,,,,,,,,,,,,,,
"RHONE ALPES","Hte Savoie",740781224,"HOPITAUX DU MONT BLANC SITE SALLANCHES",74700,"SALLANCHES","CRISTALNET-DMU",,"OUI",11673,"CRISTALNET-DMU",,,"1 fois par jour",100%,100%,95%,">95%",100%,,0,,,,,,,,,,,,,,
